,id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
23569,23569,E,112.14,material_7,material_6,6,9,9,5,5,19.511,11.341,16.909,18.46,11.144,19.861,12.813,16.325,19.816,11.486,17.535,16.076,15.792,20.554,826.658,1
23572,23572,E,82.21,material_7,material_6,6,9,4,5,0,19.489,10.924,17.405,18.388,11.888,18.922,10.853,17.444,19.178,9.967,17.602,15.19,12.776,17.726,721.739,1
23573,23573,E,124.12,material_7,material_6,6,9,6,8,12,19.09,13.368,18.417,19.588,10.556,18.153,11.786,15.812,17.529,13.185,16.557,18.369,16.368,17.42,986.574,0
23575,23575,E,148.4,material_7,material_6,6,9,9,12,5,19.22,12.634,18.037,17.059,10.244,19.963,12.745,15.07,20.197,11.673,15.513,17.4,17.382,13.585,875.1,0
23577,23577,E,122.86,material_7,material_6,6,9,3,9,1,17.51,10.514,16.49,14.836,12.291,17.561,12.042,12.122,16.331,12.308,13.003,18.017,17.477,15.129,285.712,0
23578,23578,E,92.34,material_7,material_6,6,9,6,8,12,17.191,12.351,18.879,19.142,12.269,19.645,11.339,17.734,21.995,12.541,16.478,17.613,15.8,20.363,1023.262,0
23579,23579,E,123.29,material_7,material_6,6,9,7,9,6,19.594,12.855,17.48,18.307,13.363,18.738,11.55,14.627,17.428,11.699,15.972,19.055,15.215,16.547,834.647,0
23580,23580,E,129.44,material_7,material_6,6,9,5,12,4,18.941,12.227,18.39,16.916,10.178,19.527,11.533,16.474,18.09,12.585,15.003,13.794,14.682,14.728,807.422,0
23582,23582,E,110.67,material_7,material_6,6,9,3,19,2,17.838,10.274,18.711,17.09,12.225,18.683,11.723,18.883,17.452,7.165,16.031,17.125,15.776,17.528,670.006,0
23583,23583,E,152.81,material_7,material_6,6,9,6,9,7,17.982,11.628,16.877,18.765,12.302,19.234,12.663,18.854,19.454,10.393,16.6,15.426,14.242,15.179,815.269,0
23585,23585,E,152.93,material_7,material_6,6,9,6,14,4,17.036,11.333,18.573,17.716,10.915,17.855,11.822,15.456,19.299,11.954,16.338,15.384,13.373,16.815,712.108,0
23586,23586,E,152.37,material_7,material_6,6,9,7,6,1,16.262,11.96,16.251,18.009,12.107,19.037,11.838,14.438,21.586,10.817,14.452,18.277,15.02,14.296,703.318,0
23588,23588,E,88.76,material_7,material_6,6,9,11,8,9,16.099,11.764,17.255,17.1,10.428,18.8,10.192,18.203,20.806,10.859,16.17,17.195,16.074,18.529,639.261,0
23590,23590,E,209.09,material_7,material_6,6,9,7,10,3,15.472,11.579,17.273,17.112,13.324,17.834,12.579,15.116,19.9,13.263,14.302,13.911,16.798,16.04,607.386,1
23592,23592,E,105.74,material_7,material_6,6,9,2,10,9,17.929,11.235,17.682,17.62,10.897,18.007,10.317,16.605,19.547,12.15,14.213,16.399,15.394,14.651,620.955,0
23594,23594,E,68.92,material_7,material_6,6,9,4,17,6,17.587,11.799,16.899,17.122,11.017,20.132,9.788,17.412,19.682,10.503,17.231,15.746,14.672,18.734,709.127,0
23595,23595,E,127.98,material_7,material_6,6,9,6,13,3,16.985,12.518,17.589,16.344,11.068,17.448,10.062,14.787,20.919,13.135,15.771,12.682,14.103,17.075,545.861,0
23597,23597,E,152.78,material_7,material_6,6,9,3,7,8,17.073,12.2,15.621,17.11,9.365,18.731,11.496,15.077,20.448,8.73,15.44,15.223,15.908,16.139,577.218,0
23598,23598,E,145.33,material_7,material_6,6,9,6,7,7,16.877,11.769,15.864,16.987,11.459,21.003,10.765,17.896,20.222,10.328,15.367,17.361,14.631,17.511,710.588,1
23599,23599,E,61.07,material_7,material_6,6,9,11,5,4,18.092,11.267,18.734,19.206,11.368,18.319,10.708,15.308,20.876,9.205,15.711,14.37,15.461,14.481,846.242,1
23600,23600,E,130.37,material_7,material_6,6,9,14,15,5,16.598,11.649,15.956,17.626,12.165,18.397,12.191,15.996,18.429,10.881,15.079,15.186,14.916,14.189,596.987,1
23601,23601,E,151.07,material_7,material_6,6,9,6,10,4,19.103,11.237,18.064,16.277,12.394,18.754,13.04,17.842,19.503,9.849,16.52,16.157,14.665,17.38,651.743,0
23605,23605,E,123.06,material_7,material_6,6,9,6,15,2,18.136,12.703,17.793,20.104,10.66,17.157,11.364,15.501,21.411,13.23,16.055,15.133,14.998,18.556,863.962,1
23612,23612,E,120.21,material_7,material_6,6,9,1,13,3,19.717,12.017,17.235,18.384,12.021,18.724,11.597,15.558,20.689,14.165,15.726,14.479,15.192,16.577,774.266,0
23614,23614,E,103.51,material_7,material_6,6,9,10,14,4,18.543,11.866,16.707,17.373,13.463,20.223,11.808,16.404,18.093,13.235,16.257,16.353,13.903,13.839,765.233,0
23615,23615,E,94.33,material_7,material_6,6,9,6,11,8,15.713,12.613,17.149,16.827,12.575,19.77,11.125,20.37,19.254,8.988,15.25,16.995,14.783,15.444,749.729,0
23616,23616,E,112.04,material_7,material_6,6,9,8,7,7,16.848,11.268,18.75,18.464,11.093,16.397,11.299,17.573,19.829,10.869,15.223,15.041,15.256,15.026,661.184,0
23622,23622,E,113.68,material_7,material_6,6,9,2,12,6,17.873,11.773,17.614,18.165,13.192,18.946,10.698,17.611,20.993,10.357,15.154,17.607,16.362,14.988,766.543,1
23624,23624,E,83.99,material_7,material_6,6,9,3,12,6,16.604,12.201,17.388,17.564,10.204,17.3,9.624,17.712,19.07,10.211,15.265,14.042,15.098,15.767,588.379,0
23625,23625,E,198.09,material_7,material_6,6,9,8,9,4,19.381,13.945,18.392,16.822,11.936,19.489,11.919,17.364,19.694,12.062,13.887,15.035,15.391,16.407,906.045,0
23626,23626,E,99.7,material_7,material_6,6,9,3,8,5,18.791,11.27,17.185,17.244,12.987,18.949,11.029,16.165,19.262,11.177,16.097,15.533,14.653,15.146,643.702,0
23630,23630,E,138.64,material_7,material_6,6,9,7,9,10,17.93,10.718,16.614,18.23,11.987,19.216,10.85,15.634,22.446,13.77,14.553,13.133,15.174,15.925,665.843,0
23632,23632,E,109.11,material_7,material_6,6,9,5,14,5,17.465,11.077,16.085,15.698,12.891,19.736,11.312,18.17,19.625,12.496,14.617,14.909,14.601,14.808,503.289,0
23637,23637,E,125.3,material_7,material_6,6,9,9,5,10,16.21,12.068,16.903,18.185,11.537,18.582,10.456,17.429,17.163,10.853,16.065,14.511,14.733,14.559,706.059,1
23638,23638,E,127.83,material_7,material_6,6,9,3,13,6,17.122,11.039,17.101,17.993,13.518,19.981,10.481,16.901,17.558,11.348,14.668,14.285,15.147,14.57,747.064,0
23640,23640,E,89.47,material_7,material_6,6,9,4,15,5,18.548,12.242,19.284,16.268,10.398,21.211,9.224,16.073,17.826,12.474,14.55,18.858,14.91,15.671,894.974,1
23642,23642,E,79.24,material_7,material_6,6,9,2,12,0,19.696,11.652,16.533,17.392,11.799,18.087,10.737,16.364,21.952,14.837,16.504,13.48,15.804,16.859,564.936,0
23644,23644,E,86.08,material_7,material_6,6,9,6,11,2,18.517,11.631,17.462,16.646,12.035,19.431,11.732,14.416,19.899,11.0,13.959,16.273,15.554,13.566,687.001,0
23646,23646,E,185.0,material_7,material_6,6,9,4,17,1,17.896,12.636,16.554,18.106,12.624,19.654,13.833,16.263,20.217,10.58,15.054,14.645,14.744,15.887,855.39,1
23650,23650,E,153.46,material_7,material_6,6,9,3,16,2,18.502,12.421,17.478,17.733,13.015,18.437,10.451,14.076,21.119,13.427,15.02,16.565,13.51,18.988,718.825,0
23654,23654,E,120.65,material_7,material_6,6,9,3,8,4,18.567,14.241,16.431,18.034,12.575,18.314,11.306,18.119,20.554,10.251,15.903,16.162,14.737,13.845,787.277,0
23661,23661,E,99.19,material_7,material_6,6,9,4,9,1,18.219,11.708,16.94,15.482,14.027,18.312,12.88,15.075,20.525,11.116,17.208,15.51,14.095,15.448,507.155,0
23663,23663,E,81.15,material_7,material_6,6,9,4,10,5,19.167,11.534,16.471,17.302,11.98,19.926,11.544,13.824,22.622,12.019,14.691,15.723,16.336,16.424,697.787,0
23665,23665,E,151.48,material_7,material_6,6,9,4,9,0,17.386,11.483,16.72,17.037,13.095,20.426,10.367,14.383,19.463,13.168,15.964,15.163,16.181,17.312,704.368,1
23668,23668,E,100.61,material_7,material_6,6,9,4,5,8,18.514,13.334,18.567,17.54,11.333,18.908,10.814,14.014,19.164,11.896,15.621,16.512,14.476,19.285,872.932,1
23671,23671,E,195.13,material_7,material_6,6,9,5,5,5,18.411,11.813,17.476,16.795,10.94,16.336,11.056,12.43,18.493,11.255,16.078,18.087,16.088,17.656,468.852,0
23677,23677,E,145.47,material_7,material_6,6,9,10,13,3,16.879,11.201,18.502,18.755,12.684,19.716,12.739,15.519,21.143,10.281,16.97,14.668,14.076,14.546,934.643,0
23692,23692,E,246.75,material_7,material_6,6,9,8,9,6,18.633,10.306,18.091,17.013,11.158,19.261,12.452,12.764,23.333,9.863,14.328,15.657,14.1,16.897,681.823,0
23693,23693,E,274.85,material_7,material_6,6,9,12,7,5,16.55,10.882,16.031,18.742,13.545,17.448,10.06,14.236,19.436,12.914,15.857,18.881,12.094,17.009,530.932,0
23694,23694,E,124.15,material_7,material_6,6,9,4,13,7,19.25,11.961,15.871,17.548,12.529,20.418,13.346,14.859,19.765,11.041,15.68,16.496,15.162,13.617,773.671,0
23695,23695,E,86.95,material_7,material_6,6,9,8,6,5,18.408,10.871,17.169,18.345,13.635,20.645,13.044,16.633,21.474,12.195,15.48,13.611,16.205,15.691,868.716,1
23698,23698,E,104.26,material_7,material_6,6,9,11,6,10,18.329,10.931,17.303,16.969,11.708,20.778,9.821,12.79,19.676,12.579,15.606,17.323,13.896,18.423,719.903,1
23700,23700,E,220.76,material_7,material_6,6,9,4,8,5,17.914,11.791,17.13,17.569,12.127,19.143,10.091,14.317,17.157,10.554,13.776,18.747,13.755,15.938,691.158,1
23701,23701,E,152.44,material_7,material_6,6,9,9,12,0,17.227,11.711,18.457,15.584,13.52,19.996,10.747,17.069,22.105,15.213,14.403,12.617,15.573,16.177,697.562,0
23702,23702,E,238.33,material_7,material_6,6,9,3,11,6,19.75,12.444,17.53,17.541,13.446,20.713,10.099,14.677,18.229,11.187,16.246,17.806,14.221,16.231,869.774,1
23703,23703,E,166.46,material_7,material_6,6,9,5,4,10,17.029,9.967,17.094,16.911,11.904,16.651,12.041,16.2,19.833,11.788,16.463,17.49,14.579,16.138,386.913,1
23704,23704,E,108.56,material_7,material_6,6,9,8,9,8,18.217,10.0,15.534,17.609,11.927,18.724,11.652,16.793,20.279,11.395,16.235,16.675,16.781,18.937,483.555,1
23706,23706,E,173.86,material_7,material_6,6,9,11,3,5,18.709,10.173,17.024,18.469,11.11,18.21,11.39,15.237,19.195,12.021,15.065,18.052,17.309,15.515,616.239,1
23707,23707,E,92.18,material_7,material_6,6,9,8,11,9,17.933,11.649,16.196,16.88,10.431,17.654,10.951,17.769,19.328,10.51,16.476,14.84,14.667,15.979,475.265,0
23708,23708,E,138.64,material_7,material_6,6,9,6,12,5,17.156,12.472,17.333,16.514,11.683,19.042,10.554,16.661,18.911,11.317,15.52,12.509,14.485,17.273,664.986,0
23710,23710,E,133.42,material_7,material_6,6,9,6,12,5,17.615,11.522,15.854,17.899,10.578,19.057,12.158,14.346,18.526,10.82,14.041,15.955,15.673,17.533,651.067,0
23713,23713,E,125.75,material_7,material_6,6,9,6,14,2,16.756,14.196,18.192,16.491,12.185,19.46,10.48,16.967,21.104,11.888,15.429,17.176,14.493,18.728,850.967,1
23714,23714,E,89.64,material_7,material_6,6,9,6,16,2,18.009,11.48,16.324,16.915,12.749,20.004,10.759,16.86,18.905,15.447,15.486,15.91,14.578,14.429,645.607,0
23715,23715,E,148.33,material_7,material_6,6,9,7,14,1,18.498,10.97,15.854,17.228,12.584,20.577,10.481,17.655,17.072,10.079,15.659,13.666,15.332,15.557,643.747,0
23716,23716,E,100.36,material_7,material_6,6,9,3,6,8,17.591,12.282,17.703,17.112,12.138,20.71,11.923,17.852,21.717,12.244,14.783,16.757,16.13,19.735,874.233,0
23717,23717,E,112.12,material_7,material_6,6,9,1,18,3,19.101,11.671,19.39,18.608,11.33,20.103,10.629,16.799,21.176,12.149,14.709,17.253,14.518,19.408,995.06,0
23718,23718,E,120.87,material_7,material_6,6,9,5,12,6,17.249,12.058,17.295,16.714,10.799,18.272,10.245,18.123,19.031,12.143,15.029,14.421,16.192,16.194,590.825,0
23719,23719,E,78.79,material_7,material_6,6,9,2,17,10,19.014,11.1,18.007,17.5,11.306,20.468,10.123,14.891,18.475,14.156,16.176,16.302,15.545,16.438,801.969,0
23722,23722,E,156.67,material_7,material_6,6,9,3,7,10,15.349,12.683,16.196,18.429,11.604,18.186,10.323,15.053,19.305,9.844,17.265,16.688,14.11,17.697,682.619,0
23723,23723,E,162.87,material_7,material_6,6,9,10,6,2,20.838,12.413,15.961,17.243,8.671,19.755,11.305,17.345,19.88,12.309,17.198,14.111,14.762,15.14,694.277,0
23724,23724,E,89.24,material_7,material_6,6,9,3,8,3,18.168,10.896,16.432,17.69,12.211,18.031,12.23,14.676,19.291,11.613,15.157,16.733,15.827,15.515,563.328,0
23725,23725,E,133.73,material_7,material_6,6,9,7,9,8,15.848,10.637,18.357,18.335,11.574,18.356,10.639,13.633,21.819,11.138,14.4,17.217,15.572,14.351,717.411,1
23726,23726,E,140.0,material_7,material_6,6,9,8,6,5,17.454,11.741,16.989,16.688,9.638,18.634,12.962,16.334,20.687,13.539,14.785,13.658,16.462,16.144,631.522,0
23727,23727,E,143.25,material_7,material_6,6,9,16,9,6,17.4,12.006,16.514,16.728,11.649,19.181,11.813,16.876,19.14,10.136,15.781,13.83,16.9,16.57,635.125,0
23729,23729,E,215.72,material_7,material_6,6,9,6,11,7,18.684,11.7,15.435,17.895,10.468,18.327,12.252,13.893,21.084,10.74,16.596,13.007,15.025,15.079,581.687,1
23730,23730,E,113.4,material_7,material_6,6,9,10,12,9,18.401,12.538,17.246,19.052,10.877,17.507,12.608,14.437,20.318,10.803,15.48,16.685,16.773,13.767,787.512,1
23731,23731,E,88.85,material_7,material_6,6,9,9,7,6,17.574,11.9,16.831,17.132,13.156,21.029,12.15,14.423,16.728,11.985,16.895,17.515,16.495,14.579,823.05,1
23732,23732,E,152.14,material_7,material_6,6,9,10,11,5,18.097,10.91,19.161,16.853,10.565,17.676,12.688,15.481,20.948,12.412,15.972,13.253,13.725,14.844,664.094,0
23734,23734,E,128.08,material_7,material_6,6,9,6,12,11,17.714,11.144,16.37,18.364,12.052,19.339,12.776,15.932,21.261,9.58,15.971,15.571,16.384,13.124,732.135,1
23735,23735,E,140.26,material_7,material_6,6,9,1,12,0,16.863,13.294,16.169,18.349,11.192,19.153,12.451,16.144,19.549,10.956,16.337,12.973,15.123,17.314,824.032,1
23739,23739,E,157.37,material_7,material_6,6,9,5,9,9,18.061,10.129,18.12,16.921,12.527,18.431,10.837,14.128,18.751,10.816,15.466,16.024,15.199,18.45,571.777,1
23742,23742,E,156.79,material_7,material_6,6,9,2,12,9,16.803,12.311,15.237,17.156,9.812,18.859,9.582,13.755,19.865,13.153,15.231,18.098,16.832,18.223,532.428,0
23743,23743,E,175.92,material_7,material_6,6,9,4,10,5,17.708,11.69,16.591,17.38,11.159,20.102,11.855,16.904,16.235,9.361,14.562,16.306,15.501,11.209,740.113,0
23744,23744,E,152.57,material_7,material_6,6,9,3,8,5,18.673,13.626,18.964,18.462,11.383,19.306,11.972,12.924,23.289,11.854,15.385,15.012,13.668,16.884,1040.317,1
23746,23746,E,108.81,material_7,material_6,6,9,4,4,7,18.274,11.667,16.197,18.35,12.825,18.592,11.186,16.351,20.272,10.567,16.008,14.37,15.966,15.705,664.053,0
23747,23747,E,121.09,material_7,material_6,6,9,8,5,8,17.308,11.132,17.326,18.059,11.852,18.93,13.576,14.032,21.112,12.192,16.64,18.416,16.376,12.65,757.483,0
23750,23750,E,142.36,material_7,material_6,6,9,3,7,3,18.531,11.246,17.501,17.923,11.336,19.25,12.526,14.905,20.515,12.88,16.051,15.203,16.849,17.33,768.317,0
23752,23752,E,130.56,material_7,material_6,6,9,3,8,4,18.389,10.635,16.047,17.482,12.891,18.243,13.355,15.592,17.49,8.986,15.923,16.139,14.916,15.191,543.636,1
23757,23757,E,119.89,material_7,material_6,6,9,3,9,6,18.973,11.355,16.317,18.191,10.813,18.256,11.155,18.618,19.369,11.503,14.619,14.986,14.108,15.839,614.969,0
23758,23758,E,100.34,material_7,material_6,6,9,5,5,4,17.097,10.977,16.525,18.178,12.879,19.87,9.936,13.04,18.89,10.618,15.538,16.965,14.773,18.705,700.382,0
23759,23759,E,153.52,material_7,material_6,6,9,5,6,9,18.066,13.984,17.738,16.588,10.363,22.113,12.334,17.802,20.319,10.437,15.741,13.955,14.465,14.585,1046.772,0
23760,23760,E,109.85,material_7,material_6,6,9,13,18,3,18.589,11.759,16.745,18.396,12.45,18.607,12.256,15.394,19.874,11.108,16.901,13.323,13.04,16.695,731.332,0
23763,23763,E,177.31,material_7,material_6,6,9,8,3,7,16.941,13.634,17.506,16.738,11.512,18.034,11.941,15.2,21.164,13.051,15.012,16.061,14.886,18.244,716.367,0
23767,23767,E,100.62,material_7,material_6,6,9,2,11,11,18.361,12.072,14.863,17.04,12.333,20.952,11.276,15.642,22.645,14.207,15.306,15.145,15.65,19.094,672.149,0
23768,23768,E,69.36,material_7,material_6,6,9,2,3,16,15.931,11.827,15.861,16.717,13.677,18.314,11.375,16.959,18.638,14.427,17.152,15.454,16.427,13.17,507.74,0
23769,23769,E,170.25,material_7,material_6,6,9,3,7,5,18.598,13.536,15.931,16.305,10.898,21.046,10.877,17.013,20.119,10.947,14.487,15.216,13.906,16.231,771.856,0
23771,23771,E,168.94,material_7,material_6,6,9,8,10,9,18.37,10.708,15.552,15.643,10.697,19.457,10.545,17.581,20.117,11.537,16.504,14.646,15.789,14.28,406.755,0
23774,23774,E,92.58,material_7,material_6,6,9,6,6,3,18.552,11.452,17.223,16.471,11.384,19.637,11.063,16.31,21.573,10.729,17.176,16.421,13.79,14.187,648.218,0
23776,23776,E,141.67,material_7,material_6,6,9,4,5,6,17.562,12.699,17.52,19.174,11.47,18.65,11.455,16.515,20.241,12.423,15.65,18.701,15.609,17.017,885.023,0
23778,23778,E,82.41,material_7,material_6,6,9,4,19,1,17.289,11.618,17.184,19.084,11.823,20.041,9.848,15.791,19.995,11.512,14.558,10.318,16.221,13.547,862.027,0
23779,23779,E,243.22,material_7,material_6,6,9,10,15,4,16.966,12.094,18.339,16.928,11.989,20.638,11.702,16.183,19.032,12.057,14.973,13.837,15.322,14.129,881.78,0
23783,23783,E,145.8,material_7,material_6,6,9,5,9,8,16.102,9.05,15.82,16.65,11.158,17.71,10.845,14.896,17.984,12.392,13.25,17.097,14.324,15.332,282.181,0
23787,23787,E,104.34,material_7,material_6,6,9,3,6,5,18.575,11.188,14.62,17.412,11.914,20.754,10.874,13.806,21.22,10.393,14.102,14.433,14.817,15.567,610.057,0
23788,23788,E,89.46,material_7,material_6,6,9,3,11,5,17.644,11.38,15.686,17.715,9.741,19.164,10.841,13.377,20.688,14.642,15.126,17.134,15.94,19.222,598.744,0
23789,23789,E,156.81,material_7,material_6,6,9,4,14,3,17.379,10.712,16.451,18.64,11.018,18.14,12.65,17.998,16.658,11.595,14.568,18.058,14.545,13.352,643.738,0
23790,23790,E,157.01,material_7,material_6,6,9,10,6,6,17.09,10.845,17.145,18.507,11.299,19.81,10.595,16.166,20.946,14.116,14.694,14.877,17.362,17.312,768.799,0
23792,23792,E,119.76,material_7,material_6,6,9,14,4,9,18.785,11.846,15.701,18.463,10.023,19.14,11.422,18.101,20.406,10.539,15.5,17.532,14.309,18.477,694.804,0
23794,23794,E,144.64,material_7,material_6,6,9,8,13,9,18.006,11.574,18.218,16.983,10.651,18.177,10.442,14.498,21.178,11.187,15.277,13.573,13.452,17.137,642.718,0
23800,23800,E,130.76,material_7,material_6,6,9,1,14,1,15.904,11.652,17.055,15.725,10.681,19.936,13.38,17.285,20.567,12.177,14.401,15.881,14.727,14.828,659.892,0
23804,23804,E,82.14,material_7,material_6,6,9,2,13,10,18.031,11.311,16.964,17.19,11.283,19.445,11.391,17.406,17.669,14.057,15.115,17.569,16.381,16.025,670.965,0
23808,23808,E,104.17,material_7,material_6,6,9,2,14,1,16.327,11.009,16.452,17.766,10.654,18.972,11.715,17.426,20.259,10.869,14.982,15.143,15.642,15.024,635.083,1
23810,23810,E,111.64,material_7,material_6,6,9,9,5,5,17.526,10.925,16.453,17.73,11.736,18.633,12.229,14.68,19.243,11.382,13.575,18.77,15.464,17.011,613.018,1
23811,23811,E,104.04,material_7,material_6,6,9,7,10,6,15.933,11.297,18.303,20.361,9.836,19.087,11.839,13.694,21.54,11.376,15.831,15.555,13.015,15.313,985.198,0
23813,23813,E,127.25,material_7,material_6,6,9,4,9,7,17.217,11.302,17.988,17.893,10.275,20.071,9.838,15.993,20.317,12.666,16.076,14.001,16.423,16.564,808.19,1
23817,23817,E,93.07,material_7,material_6,6,9,5,8,6,17.997,12.221,16.837,15.691,12.007,19.432,10.098,15.123,21.525,14.325,14.98,14.279,13.846,18.155,573.548,0
23819,23819,E,146.91,material_7,material_6,6,9,7,7,5,15.709,13.167,17.43,16.232,12.634,19.187,12.65,13.403,21.967,10.569,16.393,16.946,15.158,14.779,742.45,0
23820,23820,E,135.89,material_7,material_6,6,9,5,4,6,17.296,12.556,16.015,18.144,13.898,18.55,10.789,15.754,19.145,11.903,14.268,17.093,13.912,14.95,676.887,0
23821,23821,E,165.06,material_7,material_6,6,9,0,3,4,19.064,13.758,16.604,17.978,10.243,19.675,11.455,16.555,18.304,11.368,16.183,11.562,12.914,18.139,869.455,0
23822,23822,E,72.95,material_7,material_6,6,9,7,11,6,16.168,11.193,15.628,18.166,13.672,20.443,10.832,17.124,21.285,12.042,15.11,16.295,17.062,18.535,711.432,0
23825,23825,E,120.04,material_7,material_6,6,9,5,6,6,16.953,11.697,16.644,17.436,11.283,19.94,12.178,16.957,19.008,9.495,14.693,17.865,14.783,13.849,742.862,0
23826,23826,E,113.12,material_7,material_6,6,9,5,8,3,17.025,12.553,16.813,18.464,11.648,16.719,11.283,14.413,17.743,13.145,15.952,17.812,15.063,14.834,630.272,0
23827,23827,E,72.22,material_7,material_6,6,9,4,9,7,17.048,12.152,17.777,17.485,11.684,17.47,12.758,15.152,20.9,12.026,12.65,15.967,15.248,15.498,679.685,0
23831,23831,E,138.54,material_7,material_6,6,9,1,9,3,18.593,11.784,16.246,15.939,11.041,18.621,11.006,15.367,19.902,11.939,14.563,14.482,14.974,18.722,485.631,1
23832,23832,E,62.81,material_7,material_6,6,9,8,13,4,17.574,11.665,17.424,17.862,12.391,18.823,10.687,15.17,18.243,11.751,15.451,16.886,16.769,14.803,714.313,0
23837,23837,E,182.75,material_7,material_6,6,9,5,6,4,17.599,11.733,18.437,18.097,12.146,19.009,12.025,16.127,19.653,11.374,16.313,14.466,15.787,16.091,845.068,0
23839,23839,E,131.65,material_7,material_6,6,9,3,11,2,18.105,10.836,16.456,18.752,12.055,19.063,10.227,14.992,19.941,11.042,15.326,13.71,14.151,16.027,679.28,1
23849,23849,E,129.26,material_7,material_6,6,9,3,18,3,16.526,11.458,18.861,18.282,12.291,19.821,11.776,17.207,17.054,11.835,16.198,12.435,14.484,15.438,925.913,1
23850,23850,E,101.56,material_7,material_6,6,9,2,16,1,19.291,11.676,18.006,16.943,12.056,19.953,11.929,11.169,17.885,12.05,16.081,17.148,15.269,16.589,790.578,0
23857,23857,E,223.09,material_7,material_6,6,9,10,5,3,19.152,12.685,15.124,17.945,12.854,21.856,11.784,15.68,18.514,9.897,15.998,15.641,15.645,16.057,872.467,0
23860,23860,E,130.12,material_7,material_6,6,9,3,17,10,17.91,12.201,15.489,17.272,12.002,19.115,10.635,13.317,16.709,11.844,15.263,17.413,14.842,15.109,593.342,0
23861,23861,E,91.2,material_7,material_6,6,9,6,13,6,18.903,11.824,16.534,18.161,11.029,19.406,12.286,16.269,17.573,13.614,14.754,15.09,13.891,12.985,762.245,0
23862,23862,E,182.44,material_7,material_6,6,9,8,10,8,18.44,11.926,18.044,18.07,12.74,17.939,12.544,17.146,20.449,11.211,15.792,12.504,16.631,15.014,760.409,0
23864,23864,E,72.52,material_7,material_6,6,9,6,3,6,18.497,13.819,16.678,17.063,11.41,18.992,11.397,17.442,17.737,7.771,16.801,16.796,16.43,12.885,755.163,0
23865,23865,E,205.51,material_7,material_6,6,9,6,12,6,17.386,12.3,18.459,16.308,11.338,18.446,11.901,16.205,20.823,13.949,14.959,14.006,14.562,18.461,696.535,0
23866,23866,E,103.53,material_7,material_6,6,9,5,5,9,15.792,10.748,15.629,17.753,12.094,17.264,11.162,13.87,18.696,13.781,15.098,17.767,17.159,16.804,427.746,0
23867,23867,E,118.14,material_7,material_6,6,9,0,8,6,19.059,11.136,16.633,16.569,11.21,17.906,10.233,16.283,21.072,9.969,15.324,15.244,15.187,14.301,455.585,0
23868,23868,E,220.93,material_7,material_6,6,9,10,12,2,16.701,11.417,16.974,16.648,11.765,18.202,11.072,17.073,20.384,11.243,12.891,14.798,16.003,16.666,538.796,0
23869,23869,E,85.23,material_7,material_6,6,9,4,4,8,18.506,11.556,17.436,17.688,12.014,18.799,11.489,18.397,21.711,11.837,15.216,14.077,14.803,16.608,709.546,0
23870,23870,E,110.9,material_7,material_6,6,9,7,12,7,18.585,10.875,17.792,17.389,11.107,20.693,10.706,14.115,19.451,12.185,15.098,16.075,15.952,18.331,794.013,0
23871,23871,E,115.24,material_7,material_6,6,9,3,10,9,18.118,11.757,16.873,17.15,11.661,18.802,12.385,15.289,18.501,11.109,16.465,16.545,15.025,17.186,661.555,0
23872,23872,E,174.23,material_7,material_6,6,9,13,8,7,18.139,11.387,17.793,15.571,10.919,18.288,12.157,18.688,18.496,10.121,15.728,13.734,15.858,16.618,535.577,1
23874,23874,E,125.23,material_7,material_6,6,9,6,5,8,18.822,10.96,18.122,18.169,11.358,21.13,10.427,14.447,17.671,13.001,15.536,16.953,14.655,15.722,906.573,0
23875,23875,E,119.6,material_7,material_6,6,9,10,9,2,18.353,14.057,18.346,17.312,12.745,19.09,10.912,14.594,18.455,11.548,15.603,17.722,16.423,16.08,898.787,0
23876,23876,E,141.06,material_7,material_6,6,9,7,7,3,17.497,12.852,16.1,16.429,13.831,19.254,10.886,18.085,18.456,12.708,16.149,17.567,16.193,14.886,619.99,0
23877,23877,E,102.84,material_7,material_6,6,9,2,16,4,18.71,13.69,16.221,17.497,11.834,19.275,12.896,14.781,21.213,14.072,16.735,15.926,15.266,17.434,802.703,0
23886,23886,E,101.9,material_7,material_6,6,9,6,4,7,18.532,12.95,18.777,16.971,12.013,18.667,11.556,16.685,19.564,10.16,16.473,14.221,14.645,15.89,816.612,0
23887,23887,E,200.73,material_7,material_6,6,9,1,8,0,17.551,10.354,17.016,16.625,11.552,19.252,9.002,17.567,20.4,10.908,16.09,15.218,16.656,16.694,512.845,0
23888,23888,E,111.91,material_7,material_6,6,9,3,15,2,16.673,12.502,17.38,17.89,10.52,18.83,10.912,14.224,21.111,11.42,15.087,14.347,14.795,16.02,767.966,0
23889,23889,E,88.98,material_7,material_6,6,9,3,16,6,17.212,12.249,18.002,18.634,11.601,18.794,9.964,13.913,21.112,10.145,15.04,14.147,13.937,16.37,831.117,1
23894,23894,E,185.88,material_7,material_6,6,9,3,7,13,17.447,10.086,17.309,17.383,11.535,18.436,10.894,14.015,21.451,11.02,15.475,14.861,14.345,16.05,553.329,0
